IoU
"1,0"
"0,9233449477351916"
"0,8947368421052632"
"0,8305084745762712"
"0,8620689655172413"
"0,8278145695364238"
"0,7902702702702703"
"0,8237885462555066"
"0,8537313432835821"
"0,8537313432835821"
"0,811816192560175"
"0,6088082901554405"
"0,7692307692307693"
"0,19913106444605358"
"0,13114754098360656"
"0,10301953818827708"
"0,4243119266055046"
"0,5882352941176471"
"0,7394957983193278"
"0,7107438016528925"
"0,4093617021276596"
"0,6396039603960396"
"0,6817874069058903"
"0,7774597495527729"
"0,689795918367347"
"0,6461232604373758"
"0,7844827586206896"
"0,7443820224719101"
"0,7517630465444288"
"0,7517630465444288"
"0,7443820224719101"
"0,7202216066481995"
"0,803921568627451"
"0,7443820224719101"
"0,803921568627451"
"0,7774597495527729"
"0,7202216066481995"
"0,7579617834394905"
"0,7025359835503769"
"0,6789455897262588"
"0,7364557846906676"
"0,7072164948453609"
"0,7692307692307693"
"0,8237885462555066"
"0,8537313432835821"
"0,9285714285714286"
"0,8904109589041096"
"0,8475269616957977"
"0,8475269616957977"
"0,8475269616957977"
"0,8184480234260615"
"0,9636363636363636"
"0,8846737481031867"
"0,811816192560175"
"0,803921568627451"
"0,7774597495527729"
"0,7202216066481995"
"0,7517630465444288"
"0,7774597495527729"
"0,811816192560175"
"0,803921568627451"
"0,7774597495527729"
"0,84"
"0,811816192560175"
"0,8475269616957977"
"0,8537313432835821"
"0,8184480234260615"
"0,8475269616957977"
"0,811816192560175"
"0,8775510204081632"
"0,803921568627451"
"0,803921568627451"
"0,7774597495527729"
"0,7844827586206896"
"0,7443820224719101"
"0,7125129265770423"
"0,6817874069058903"
"0,6817874069058903"
"0,7037037037037037"
"0,7037037037037037"
"0,7358490566037735"
"0,6521449950116395"
"0,6521449950116395"
"0,6521449950116395"
"0,6320630749014454"
"0,6396039603960396"
"0,6235294117647059"
"0,6235294117647059"
"0,5525"
"0,46808510638297873"
"0,3351249664068799"
"0,3333333333333333"
"0,7902702702702703"
"0,8184480234260615"
"0,84"
"0,9233449477351916"
"0,8278145695364238"
"0,7667140825035562"
"0,7980456026058632"
"0,713103448275862"
"0,7980456026058632"
"0,8305084745762712"
"0,8"
"0,7980456026058632"
"0,8"
"0,7980456026058632"
"0,7692307692307693"
"0,8"
"0,7413249211356467"
"0,7413249211356467"
"0,6875"
"0,6875"
"0,6880733944954128"
"0,7413249211356467"
"0,6615384615384615"
"0,6857821513403461"
"0,6336731338375534"
"0,6336731338375534"
"0,5882352941176471"
"0,5681818181818182"
"0,5211267605633803"
"0,5612822124450031"
"0,5612822124450031"
"0,584688995215311"
"0,556390977443609"
"0,5801526717557252"
"0,5746434231378764"
"0,556390977443609"
"0,556390977443609"
"0,5385568287395478"
"0,5428571428571428"
"0,5801526717557252"
"0,5333333333333333"
"0,5109489051094891"
"0,5109489051094891"
"0,5109489051094891"
"0,5272056563172456"
"0,4892086330935252"
"0,5272056563172456"
"0,5438160348042262"
"0,6396039603960396"
"0,6676737160120846"
"0,689795918367347"
"0,6738544474393531"
"0,6789455897262588"
"0,656"
"0,6593186372745491"
"0,6829268292682927"
"0,7072164948453609"
"0,6829268292682927"
"0,6829268292682927"
"0,6829268292682927"
"0,6829268292682927"
"0,6299212598425197"
"0,5801526717557252"
"0,6461232604373758"
"0,6461232604373758"
"0,7125129265770423"
"0,660427807486631"
"0,689795918367347"
"0,6676737160120846"
"0,689795918367347"
"0,689795918367347"
"0,6967213114754098"
"0,678145243777702"
"0,678145243777702"
"0,678145243777702"
"0,6889504676134396"
"0,6889504676134396"
"0,6384408602150538"
"0,6208053691275168"
"0,6273584905660378"
"0,6116116116116116"
"0,6507936507936508"
"0,6277645457638653"
"0,6053691275167785"
"0,6148602590320382"
"0,663623595505618"
"0,639446366782007"
"0,6497890295358649"
"0,6497890295358649"
"0,6497890295358649"
"0,6699346405228758"
"0,6699346405228758"
"0,6699346405228758"
"0,6699346405228758"
"0,656"
"0,6928276380022531"
"0,6928276380022531"
"0,6928276380022531"
"0,6872852233676976"
"0,7167832167832168"
"0,7789855072463768"
"0,7608695652173914"
"0,7439613526570048"
"0,7439613526570048"
"0,7439613526570048"
"0,7439613526570048"
"0,7097423510466989"
"0,7097423510466989"
"0,7097423510466989"
"0,7097423510466989"
"0,7097423510466989"
"0,7097423510466989"
"0,7097423510466989"
"0,7097423510466989"
"0,7097423510466989"
"0,7097423510466989"
"0,7097423510466989"
"0,7097423510466989"
"0,7097423510466989"
"0,7097423510466989"
"0,6924315619967794"
"0,6763285024154589"
"0,6763285024154589"
"0,643719806763285"
"0,6280193236714976"
"0,6280193236714976"
"0,6119162640901772"
"0,5966183574879227"
"0,5966183574879227"
"0,5660225442834138"
"0,5511272141706924"
"0,5362318840579711"
"0,5362318840579711"
"0,5362318840579711"
"0,5362318840579711"
"0,5362318840579711"
"0,5362318840579711"
"0,5362318840579711"
"0,5362318840579711"
"0,5362318840579711"
"0,5362318840579711"
"0,5362318840579711"
"0,5362318840579711"
"0,5362318840579711"
"0,5362318840579711"
"0,5362318840579711"
"0,5660225442834138"
"0,5660225442834138"
"0,5966183574879227"
"0,5966183574879227"
"0,6280193236714976"
"0,644122383252818"
"0,6602254428341385"
"0,6602254428341385"
"0,6932367149758454"
"0,6932367149758454"
"0,6932367149758454"
"0,6378504672897196"
"0,6378504672897196"
"0,6114942528735632"
"0,6378504672897196"
"0,6932367149758454"
"0,665083135391924"
"0,665083135391924"
"0,6932367149758454"
"0,6932367149758454"
"0,6932367149758454"
"0,6932367149758454"
"0,6932367149758454"
"0,665083135391924"
"0,665083135391924"
"0,6932367149758454"
"0,6932367149758454"
"0,6932367149758454"
"0,6932367149758454"
"0,6932367149758454"
"0,6932367149758454"
"0,6932367149758454"
"0,6932367149758454"
"0,6932367149758454"
"0,6932367149758454"
"0,665083135391924"
"0,6932367149758454"
"0,6932367149758454"
"0,6932367149758454"
"0,6932367149758454"
"0,6932367149758454"
"0,6932367149758454"
"0,6932367149758454"
"0,6932367149758454"
"0,6932367149758454"
"0,6932367149758454"
"0,6932367149758454"
"0,6932367149758454"
"0,6932367149758454"
"0,6932367149758454"
"0,6932367149758454"
"0,6932367149758454"
"0,6932367149758454"
"0,6114942528735632"
"0,5612472160356348"
"0,5612472160356348"
"0,6378504672897196"
"0,6932367149758454"
"0,6139677666922486"
"0,5895691609977324"
"0,6391270459859704"
"0,6657425742574258"
"0,6932367149758454"
"0,6932367149758454"
"0,6932367149758454"
"0,676731078904992"
"0,676731078904992"
"0,676731078904992"
"0,676731078904992"
"0,676731078904992"
"0,6495049504950495"
"0,6133486766398158"
"0,6275862068965518"
"0,6054094108929233"
"0,5924308588064047"
"0,5830945558739254"
"0,594855305466238"
"0,5967741935483871"
"0,6626898047722343"
"0,6796818510484454"
"0,6516174902239602"
"0,6796818510484454"
"0,6796818510484454"
"0,7087164398675984"
"0,6796818510484454"
"0,7087164398675984"
"0,7087164398675984"
"0,7087164398675984"
"0,658693323812924"
"0,6557377049180327"
"0,711864406779661"
"0,7387724550898204"
"0,7387724550898204"
"0,7699047619047619"
"0,7699047619047619"
"0,7699047619047619"
